tweet,class2,rand
RT @BkBap: ...like to have a seat on it. I also don't assume that because a woman contributes to a sex convo that means her pussy is open f&#8230;\,1,0.001844792
"rt @user era um baile mesmo na minha vida pqp, o saudades",2,0.001889286
tóquio é real porra #voleinaglobo https://t.co/emfxyr6g55,2,0.001942296
"RT @ohuhwhoops: Stacy's mom doesn't have shit going on.\
\
Twitter bitches have it all.\",1,0.001990115
RT @turk_jt12: That bitch ain't loyal.\,1,0.001994332
@GiantRaiderKing oh you sneaky son of a bitch you\,1,0.002024522
rt @user cacete esfriou do nada,2,0.002097621
I love this ho @nerissaloren http://t.co/I5obSnjj\,1,0.002251176
Niggas swear they don't trust these hoes but be fucking raw &#128528;&#128514;smh\,1,0.002296268
@user mds vc e o thiddles fariam um casalzão da porra,1,0.002320203
"Quando nos cai no sofrimento não tem jeito , único que tá junto cntg e tua família então valorize mais ela , e nunca esqueça , amigo de peito e colete aprova de bala! poucos tu pode chamar de ""amigo"" , alguns quer teu bem mas muitos quer sua caveira!!!",2,0.002356884
@user oi pérola,2,0.002374856
Anytime somebody say u wan hear a funny that shit gon be trash..\,1,0.002428919
"nortão:
taxista é rendido por assaltantes; veículo, dinheiro e celular levados

https://t.co/jpqtpksawf",2,0.00243386
"Queria fazer aquele negócio de ""poste uma foto sua e dos seus bias, e vejam com quem te shippam"" mas como eu vou fazer isso se sou feia pra diabo? O minimo que iam dizer é ora eu ficar sozinha :( 
https://t.co/BsddliRiEN",2,0.002513056
"@user lançou uma polêmica, e de quebra, fez papel de idiota.",1,0.002565989
"uma senhora com wpp mandando mensagem pra mim achando q sou Batista KKKKKKK como a pessoa erra o número e cai logo no meu 😂 ""desculpa minha filha eu anotei número errado tchau """,2,0.002594641
Bt bitches &amp;&amp; niggahs always had there hand out\,1,0.00264427
Stephan A Smith saying Jay Cutlers shouldn't be a MVP candidate is just straight up retarded\,2,0.002669262
its been 5 years and this bitch still thinks im over how she did me over. I dont think so. *decline*\,1,0.002711233
paguei 30 reais em um brinquedo pro ben pro fdp não gostar,1,0.002743306
@Arbogucci guys not supposed to get their ass sucked queer\,1,0.002765946
I know I talk a lot of shit but bitch best believe I can back that shit up.\,1,0.002778984
"RT @King_Lonnie_19: ""@TaeCocky: Rihanna is a talented hoe"" http://t.co/uL4ePHA2qy\",1,0.002805848
rt @user quem foi que tirou a foto da prova de bio merda?!?!?! https://t.co/ybfgwkpkqf,2,0.002810836
I don't buy pussy cuz it's free bitch I buy lacs!\,1,0.002828362
&#8220;@LongMoneyTonyy: @vintage_monroe_ DONT Say Shit Else ! Just Stfu !&#8221;bitch we can do a lot more off this Twitter shit you can come see me\,1,0.002837826
RT @zippy1981: @voretaq7 from a TDD POV linux is just a mock for the kernel of the GNU/HURD system.\,2,0.002857677
"Are you tired of the ""mock drafts""? Let's just do this: If Clowney is not the 1st pick, who thinks Round 1 becomes ""chaos""? #ShowOfHands\",2,0.002867058
RT @Nigel_D: RT: @JoeBudden I just wanna state for the record that I don&#8217;t have any hoes. - http://t.co/pcd2slVKxy\,1,0.002881401
"@user porra, eu não sei os dias",1,0.002911783
@That1guyJeff fuck them bitches I hope Navy beat em THIS week. @thejournalist44 @__Trail__\,1,0.002919662
"Aguenta firme
Não desiste
O teu futuro vai brilhar
Aguenta firme 
que esse filme
No final 
Vai compensar
A vida é mesmo assim
Mas po-de con-fiar em miimmmm
Você vai adorar se conhecer

Aguenta firmeeee",2,0.002934543
If I ever ate your pussy before and you fucked over 3 niggas before that let me know right now because you owe me $100 you dirty bitch\,1,0.002948481
"rt @user o jeito q o hoseok sempre está com yoongi, seja cuidando dele ou o animando, é diferente

 https://t.co/v3ss7rq4jz",2,0.002967154
essa porra vai explodir,1,0.002985592
I'll quit being a bitch when you quit being a fake friend. &#128077;&#9996;&#65039;\,1,0.003024141
"rt @user melhor coisa foi voltar a frequentar a igreja dnv, nunca deveria ter saído de lá",2,0.003081931
@user @user nossa vai tomar no cu te amo,1,0.003106767
"O melhor é chegar em casa 8h da manhã do role, dormir até às 11h acordar sem ressaca nenhuma, com um convite dos seus amigos para ir beber, pqp dia começou perfeito!!!!",1,0.003119625
"@user comprou um jatinho com o dinheiro do @user 
@user filho da puta!",1,0.003121723
RT @OhSoDestinee: &#8220;@iDocLyfe: That 'Ouija' movie look like trash&#8221; its really good.\,2,0.003142097
Photo check for background spooks. http://t.co/Hx1wghJAzy\,2,0.003161809
"muito fácil postar fotinha bonita, chamar de amor e os caralho mas ninguém sabe que a conversa, a sinceridade e o respeito muitas vezes NÃO EXISTEM!",2,0.003234188
#tbt to when i used to be good at rapping...now ima bitch &#128542;&#128299; http://t.co/6RV4jiJpRD\,1,0.003285441
@JennyReyes42 @iamadamg_ awwe i love you too jenny! Your so damn perf &amp; NOT ugly. Seriously dis bitch must be blind!\,1,0.003288455
@user vsf fdp,1,0.003302621
"&#8220;@KinggKI Im drunk, I'm bout to bitch.&#8221;need a ride?\",1,0.003327883
@user camilo sim porra e: https://t.co/fbysd72l8w,2,0.003365915
I heard bitches commit sins for Chipotle\,1,0.003366709
@user te amo cu,1,0.003367241
RT @JeneBramel: Clever. RT @LanceMcAlister: Watch Burfict make the hit and then mock officials by throwing a flag on himself. https://t.co/&#8230;\,2,0.003396789
"""@jacaxeltlu: Eventually every bitch turns into that hoe."" # Truuu\",1,0.003418684
"""Is that an albino Mexican?""\
""No dad, he's Asian.""\",2,0.0034685
#RayRice is a bitch. #JustSaying\,1,0.003469573
**só prq brotei 😣,2,0.0035233
kkkkkkkkkkkkkkkkkkkkkkkkkk o vsf eu amo o petros,1,0.003569659
@user bom dia flor da minha vidaaaa #mpn #larissamanoelaig #larissamanoelaapresentadora #marimoonlarissamanoelaslime,2,0.003615877
@HippieProblemz pussy poppin on a headstand while ur eating watermelon\,1,0.00364551
RT @Swishas_Erbs: &#8220;@Vonteeeeee: 90% of the black girls at my school are ghetto AF&#8221; 98.6%\,1,0.00371919
@josh_sclafani You're also a better little bitch\,1,0.003754573
@Miseducated411: Your mind is free and your soul. satan will present to u in his kingdom the things that mock u. Stay strong in Yahshua...\,2,0.003821946
Every pussy the same but I feel like I ain't get enough\,1,0.00385811
RT @LucentVariable: @TonyJRodriguez friendly reminder that you shouldn't try to have sex with birds\,2,0.003884674
"@user Trnho 44 anos sempre vi algum@user escroto agredir mulher independente de lula ou bolsonaro@user dilma ou fhc no governo, parem de jogar essa conta pro presidente atual hipocritas",2,0.003978703
Only a broke nigga gonna settle for a broke bitch\,1,0.003986197
If this bitch hangs up on me one more time....\,1,0.004044675
@user @user mas ele pode brigar de shortinho... 🥺,2,0.00404585
Real niggas let real bitches come &#128070;\,1,0.004080104
@kayhay14 bitch back up I'm taken\,1,0.004108517
"""I'm downloading you a new personality and ordering you a new face! You bitch.. I love you.. Goddamn it!"" -Axl Rose yelling at his sex robot\",1,0.004129121
@user deiixa eu sentar no seu pau :3,1,0.004134405
Now my side bitch my main bitch Bc my main hoe ain't feeling me no mo. No mo.\,1,0.00418409
"timão web: junior urso ou matheus jesus? para carille, pode ser os dois https://t.co/4oaeh5anum",2,0.004275262
Hanging with daney and ari today !!! &#128556;&#128556;&#128556;&#128556; my bitches !\,1,0.004309689
RT @souljaboy: Ain't got time for stupid bitches &#128557;\,1,0.004336886
Falls in that pussy like quick sand &#128524;\,1,0.004366068
@UnicornCowboy @Lvl_7_Eevee don't ignore me faggots! ;c\,1,0.004379933
@user kkkkkkkkkkkkkkkkk aaaaah vc é dms pqp,1,0.004397277
The birds and the bees &#128038;&#128029;\,2,0.00440625
Oscar &amp; I used to make fun of Chaco-wearing people together but now that they're on sale for 1/2 off this lil bitch wants some #FAKE\,1,0.004425697
If u bad niggas a really play nice to get to the pussy then... that ass gone &#128514;\,1,0.004433343
"come carregador come fecho das minhas mochilas/bolsa, come meus absorvente, calcinha, escova e agora ela acabou de comer os dois miojo que comprei tnc chegahhhh",1,0.004489948
da vontade de ir mandar tomar no cu esses machos q fazem palhaçada na rua,1,0.004491327
RT @imtiaralesha_: i never had a nigga taken from me &#128564;&#128514; . in order to take him from me he must not return &#128526;&#128520;&#128541; . keep that in mind bitch &#128129;\,1,0.004531893
@kieffer_jason wtf u think u ole pussy ass nigga\,1,0.004534006
@MarianCristinax you a fag b\,1,0.004631643
paybacks a bitch and bitch you've been livin in debt with me\,1,0.004680655
"Karma is the biggest bitch you'll ever meet, Keep pushing her buttons..........\",1,0.004716295
puta que pariu simmmm!!!! kkkkkkkkk,1,0.004718029
caralho eu ia morre c uma mmusica deles,1,0.004720412
saudades msm eu tenho da torta da carla pqp,1,0.004746887
aliás say my name e our farewell são minhas músicas favs,2,0.004776243
&#8220;@LakeshoreJohnny: Eliot was a pussy.&#8221; MMMMMETHER\,1,0.004814395
Smfh RT @pufntrees: @quanb24 trash..slow as fuck..cant even get a nike release on that\,1,0.004847402
@OsvaldoVause kik me u nigglet I need to know when we outs to the pool\,1,0.004883139
RT @spiffytwiley: @vintage_monroe_ bitch you gorgeous\,1,0.004884734
a soso cmg,2,0.004910405
rt @user uma droga maldita que vive tirando a vida de muitos https://t.co/xjcqdqrqhc,1,0.004932098
My nips are cold &#128563;\,2,0.004967251
some cunt go get me amber leaf and papers? cani be arsed walking to nisa #lazy\,1,0.004974221
eeeeeee saudade,2,0.005032166
um retardado me seguiu na outra conta usbzisnzinsoznosn aiai https://t.co/vcw9scbhwu,1,0.005074476
@user pegaram o bom senso e enfiaram no cu,1,0.005083657
RT @arigold_88: Jordan wearing bitches need to grow tf up\,1,0.005095303
@user vai estudar cambada de maconheiros,1,0.005097276
eu enfio a noçao no cu as vezes,1,0.005107121
"@_tiffnasty yes. LOVE to make em masturbate to my voice, bitches love Southern accents\",1,0.005137457
RT @burnett_dainah: California Chrome bitches!!!!!!!!\,1,0.005176508
Simply cani deal with a confrontation so I just back away when cunts get aw nasty towards me.. Changed a lot in the past few years tbh\,1,0.005182537
tbm quero ser sua putinha @user 🙋❤️😍🌈,1,0.005243187
"@user mano, voc锚 茅 eu todinha, credo aaaaaaaaaa",2,0.005243901
RT @ZitlalyL: &#8220;@Vic_Manzan0: My dog is gonna be a bitch magnet for sure &#128076;&#8221;no&#9995;\,1,0.005261363
Tony Blair equals Bush's bitch #morningjoe\,1,0.005261785
RT @fart: My friends the 2014 @Chevrolet Malibu has the legroom and ventilation necessary for professional pussy-eating. Visit your Chevy d&#8230;\,1,0.005280261
@ijrojo @cameron_ast @lanahudsonnn r u still talking smh bitch idgaf what u is stfu talking to u just going around circles\,1,0.005297623
"Pessoal de Nova iguaçu, estou vendendo esse quadro de gatinhos por 200 reais!! Se estiver interessade me chama na dm e caso não for comprar me ajudem a divulgar?  #pintura https://t.co/2LkYAHfeGb",2,0.005310214
RT @BadNewsAli: You really are a faggot if you say that match was bad. Stop watching\,1,0.00542286
"kkkkkkkkkkkkkkkk brinks gente, não pensa outra coisa",2,0.005465477
Titties nd pussy http://t.co/Hy9CTY37sw\,1,0.00546871
@_TriggaPlease_ @kanyewest he's a faggot\,1,0.005469671
@user @user @user @user ela ficou com inveja da menina da foto por isso está tão revoltada assim,2,0.005482085
porra brabão sair pra comprar roupa nessa chuva,1,0.005494583
essa porra dessa musica me deixa muito mal mas to no repeat desde ontem,1,0.005524189
God people can be so mean. This Asian guy held the door for these girls and they said they were surprised he could see it with his slant eye\,2,0.005527086
No matter how hard you try to be rude mf`s they keep talking to you. like bitch do I know you\,1,0.005540528
Bond had the hoes and the money Bourne kicked ass no gadgets hawk always let a bitch die\,1,0.005566511
"rt @user ajoelha e mama esse caralho vai bb! dá rt aí. 🔥😈
https://t.co/wqmtaohnfu https://t.co/iwpash7ikf",1,0.005726393
RT @O3_Millz: &#8220;@xDSmooth: @1BookieG bitch we RMP fuck who don't like&#8221; I don't like &#128530;&#128530;&#128530;\,1,0.005729089
aquele ditado né bonito de boca fechada pqp chernomacho só fala água,1,0.00573133
rt @user música feia dessas 🥵😝 https://t.co/kaelvg2p6m,1,0.005811909
@thereal_4 yeah lil nigga I was homecoming king and still been getting bad bitches as u see &#9996;&#65039;\,1,0.005826997
RT @WBeezy_: Rohan a bitch yo &#128514;&#128514;\,1,0.00585054
Fuck u niggas gonna do not a mfka thing oh bitch ass wack ass nigga y'all some fake ass people\,1,0.005853102
"RT @iadorewomen_: #IfWeDate \
Get rid of Your Ex's \
&#128694;&#128694;&#128694;&#128694;&#128694;&#128694;&#128694;\
\
Get rid of Your hoes\
&#128131;&#128131;&#128131;&#128131;&#128131;&#128131;&#128131;\
\
We don't Need No interference\
&#128525;&#128145;&#128107;&#128141;&#128536;&#128143;&#10084;&#65039;&#128175;\",1,0.005907879
gente meus dente era mt feio cara,2,0.005910033
@THEDINGOJOHNSON @KillAll_Simps no ur the blind bitch. Dude in the video is way skinnier.\,1,0.006076151
namoral eu tô puta que minha menstruação desceu que ódio,2,0.006113742
@kieffer_jason I said your name bitch so yes you fuck boy\,1,0.0062081
"pqp perfeito, vem gente assinar! poderiam ver isso e incluir a partir do filme da viúva negra",2,0.006222488
"esse povo do ctb é muito cara de pau kkkkkkkkkk, tenho pavor",1,0.006289909
@user o desespero é total ... https://t.co/fgbkx9un2b,2,0.006379533
I be waking niccas up lol\,1,0.006382462
só falta eu larvar o banheiro,2,0.006404298
"@user s贸 defeitos o caralho, poxa raissa s贸 perfei莽茫o",2,0.006448697
depois dessa dai eu desisto da comunidade,2,0.006459722
RT @shitballshonkey: I watched my followers drop like flies when they started seeing shit that made them upset lol take salt bitch\,1,0.006489256
@SMASEY you're such a faggot\,1,0.006546167
"Former TOWIE star Charlie King comes out http://t.co/yU3XKXbCyt @YouTube\
\
Inspiring. Congrats @CharlieKing85 and welcome to the family :)\",2,0.006549386
A basic bitch will piss me off every single time.\,1,0.006585079
RT @thecoreyholcomb: All these bitches somewhere coughing like a mug http://t.co/Pow2SHkwIz\,1,0.006678776
@KodyMark1 go Yankees\,2,0.006701189
"rt @user esse frio só queria um leite quente , e não é o da vaca",2,0.006710931
"Ainda dizem que ele não trabalhava quando era deputado. Só de encarar essa corja todo dia já era um trabalho árduo. 
#BolsonaroTemRazao 
#DireitaVaiPorOrdemNaCasa",1,0.00679365
pq essa gente responde tudo com vídeo de kpop pelo amor de deus que vontade de mete um soco na boca mas nada contra né com todo respeito,1,0.006803069
In yo bitch dm like.. http://t.co/OuJU8LaXr1\,1,0.006806942
Rusty hoe to bumpin 2 me #NeedDaName http://t.co/DwAEjyUbQr\,1,0.006814778
"Detalhe, sem meus documentos eu não ia ter como ir embora pra casa, e sem o dinheiro, eu não ia ter como pagar a conta do hotel, ou seja, eu tava muito fodido kkkkk",1,0.00686332
carai que fome,2,0.006864898
"RT @PATisDOPE: If she thick and you get her pregnant, she gonna become fat, and you gonna be the nigga with the big bitch\",1,0.006878106
rt @user eita carai #bulge https://t.co/lqqyz80npr,1,0.006931975
n茫o me agrado de nenhum icon,2,0.00701351
"rt @user queria que meus pais fossem mais mente aberta quanto a tristeza que eu sinto, minha falta de sono, minha mente conturbada...",2,0.007034332
Too worried bout bitches &amp; fashion they go missing in action.\,1,0.007037762
"curiosity killed the cat, bitches gunna die out here just to see my head game\",1,0.007065409
RT @HG_Shit: @1BookieG them klutzy bitches\,1,0.00708805
Last night this bitch was talking bout she wanna smoke &amp; go to wingstop. &amp; I was the 1st person she thought about.. Who paying for all this?\,1,0.007095278
@user @user parabéns embaixador!!!,2,0.007097733
"RT @ispeak_sarcasms: I hate girls that be like "" I can't talk to you you got too many hoes.."" Bitch where ya competitive spirit at??\",1,0.007121068
Fucking redneck queers and their game invites\,1,0.007137144
"puta que pariu, que noite kkkkk😎🤪",1,0.007144462
caralho que vizinhos insuportáveis puta merda,1,0.007192389
"rt @user é meme mesmo, deus me livre https://t.co/tq5iqwpg9x",2,0.007209909
Lol I love when ppl think ima fucking look away like a pussy when I catch them staring at me lmao LOOK AWAY HOE\,1,0.007240004
pqp eu passei a temporada inteira com ódio do khai mas só bastou essa ceninha pra me fazer derreter pelo ship.,1,0.007259211
@user vem quase nada prato de moça,2,0.0072651
"Obrigada por me aguentares e não cagares em mim cada vez que sou um idiota. Espero que entendas que sou um anjo e entendo que estás a ter um mau dia. Adoro-te.
@user https://t.co/cLfSPFB3tf",2,0.007303885
"@ThequeenSOxILL Nappy headed hoes can't call anyone ugly, stop embarrassing yourself pls\",1,0.007309137
"brinca mt, mas eu n pago pra ver n",2,0.00733097
"&#8220;@missyf922: It's my birthday!!!!! Yesssss!!!!!&#8221;\
\
Obviously nobody cares bitch\",1,0.007410523
@user ai amg eu leria super achei lindo o enredo,2,0.007448254
"RT @RakwonOGOD: ""You ugly anyway"" \
""You a hoe anyway"" - a nigga who just got curved but won't accept it\",1,0.007469434
@user uma hora dessa?,2,0.007471499
RT @mckinley719: Like bitch. You already know the answer. It's all for bri #Duh\,1,0.007497676
"RT @PowerCumminMax: Green/yellow fuel pump&gt;&gt;&gt;&gt;&gt;\
#dieselstation\",2,0.007506994
"Tarantulas are dope but the spiders that are small n can kill you.. Fuck dat RT @BkRaised718: Spiders arent scary, sheesh y&#8217;all some pussies\",1,0.007516047
"RT @ItsGirllCode: reasons to be a mermaid:\
\
- no periods\
- no pants\
- perfect hair\
- u get to lure men into their death\
\
also, free clam bra\",2,0.007520243
eu axei pouco ainda fdp desgraçado,1,0.007536652
rt @user essa au é simplesmente perfeita sem defeito nenhum https://t.co/ygijimmfxt,2,0.007545503
Probably going to tackle Kenzie when I see her tbh I miss my bitch\,1,0.00755838
@jayswaggkillah is a fag\,1,0.007652278
@user teu cu,1,0.007660031
"rt @user privilegiados são os meninos que podem passar a mão pelo peitoral do namjoon pqp queria tanto 

https://t.co/f9p6awqxq3",2,0.007667189
RT @ComplexMorality: When someone tweets these hoes aint loyal but they laid up at the crib looking like.... http://t.co/OV5Q8lVsjn\,1,0.007714198
mano vsf perdi tudinho,2,0.007723503
rt @user quem disse que uma gaja feia não pode ter lomotif 🤢✨ https://t.co/h9g8i9oal1,1,0.007723835
"&#8220;@Chrissy_Cindy: If a bitch tweet ""I lose interest fast"" slide in her DMs cause she a Thot&#8221; good looks\",1,0.007742174
absurdo!!!! revoltante,2,0.007852652
OMG RT @Master_Bay: Have yall ever met a dyke who didn't have a kid?\,1,0.007875364
RT @bonita_kayla: all bitches wanna do is beef over niggas &#58382; grow tf up a get ya priorities straight &#57933;&#58167;\,1,0.007909603
@user @user @user teu cu fdp,1,0.007960489
rt @user onde pode ter mais espaço no banco https://t.co/qnxma1bweb,2,0.007965011
Stafford you pussy\,1,0.007983615
"Not ""us bitches"" &#128514;&#128514;&#128514;&#128514;&#128514;\",1,0.008010346
@samzbikowski some negro amigo pulled a gun on Nate and I a few weeks ago. I was STOKED!&#128299;&#128299;&#128299;\,1,0.008017326
Is Wayne Brady gonna have to choke a bitch?\,1,0.008106343
"espero que pelo menos quando for contar as coisas pra alguém agora conte com toda a verdade, mentiroso do caralho, expor os outros com mentiras é fácil",1,0.008129286
do que adianta a pessoa ser bonita por fora e ridícula por dentro ?,1,0.008138513
@user ser deus quiser vou embora desse lugar na segunda feira,2,0.008196429
"Operation Ask Redhead Resolve, Charlie Brown. #rejectedpeanutsspecials\",2,0.008205041
"o cara manda 300 mensagens todo dia, aí manda a 301 achando q ainda vou responder puta que me pariu ein",1,0.008252158
RT @SkylarLogsdon: @viva_based bruh you fucked the shit out of my taste buds with that bitch.\,1,0.008313465
"If the @Yankees get Dempster, they just look like they're getting older. #smh Bring some youth!!! #mlb\",2,0.008330215
Cause LSU trash RT @BreesInDaCut: Why they doin the College Playoff ranking shit so early?\,1,0.008366164
"to puta q eu n consigo mais cantas rap lord inteira
mas q caraio",1,0.008384545
RT @elleeebeee: flappy bird make me just smash my phone into my face\,2,0.008392258
@user @user vamos bater aquele papo legal uns tapinhas tá ferrado,2,0.008394893
Anyone who came to the US as an indentured servant is white trash.\,1,0.00840116
rt @user essas hora só tem 01 coisa q eu quero sabe https://t.co/wp380xnx1z,2,0.008415288
era so uns amigos p fechar camarote p ferrugem,2,0.008420916
RT @RealNiggaSherm: I can't trust a bitch I can't trust myself\,1,0.008430904
"Gente bonita que faz drama por ser feia, esse mundo de gente feia não lhe pertence, deixa os feio d vdd sofrer em paz",1,0.008437232
Lmao! RT @HUMonTHESE Harden look like the last air bender out this bitch. http://t.co/jN8exkXf\,1,0.008510637
@daisymcgarr My knee won't let me wander around much so I just make a few trips and look at the fat girls-- redneck porn--Wal-Mart\,1,0.008560417
I don't get what standing on Ya tip toes does for these pics these hoes be taking\,1,0.008569346
rt @user nada melhor do que isso 🙏 https://t.co/nnlfrukiyk,2,0.008583524
parece que algumas pessoas não acordam pra vida né,2,0.008584649
Omg! The cutest little tinker bell ever &#10084;&#65039; http://t.co/vDajfVlwyP http://t.co/YpTz9O4SIS\,2,0.008625009
"RT @whitbreezy: Once I get a cold beer in my hand there ain't no mistakin who I am, I can't hide my redneck side\",2,0.008627223
@Oskzilla fuck you fag!\,1,0.008628453
Terrifying. #leprechaun http://t.co/447wgkSVVG\,2,0.008656457
RT @WFUncleEllis: My bitch sad lookin like a lack of funny\,1,0.00866489
"eu: passando mal

alguem: vai no hospital

eu: já to melhor 🤫😅😅",2,0.008715665
"RT @_Bayou_Bob_: &#8220;@white_thunduh: Why does nobody believe me when i say im a virgin dewd wtf&#8221;\
\
 No you aint hoe\",1,0.008797611
rt @user mil favor 茅 muita coisa nu https://t.co/ecwc4yj6yx,2,0.008869894
As long as you gon feed me pussy when I get the munchies &#128586;\,1,0.008869931
u that nigga RT @Charmin_Harmon I have no idea how random jiggas be knowing my name at work smh.\,1,0.008885693
"@user @user acho igual, deveria ignorar essa gente.",2,0.008892951
@user dps n acordas p sair fdp,1,0.008925738
"""omg this bitch is fucking stupid I swear blah blah blah"" *a week later* omg ilysm bae ur my best friend I swear\",1,0.008943572
&#8220;@arrogantori: Scrappy always on the reunion with hella hoes &#128514;&#8221;real nigga lmao\,1,0.008951536
@BriannaLovesA my trick is I wait for the bird to get close to the pipe and then tap the screen! So you never hit your head.\,2,0.008956387
@user andrei depois vc tem que vir aqui em casa que a roupa do seu casamento t谩 pronta j谩,2,0.008959343
piada do dia foi ouvir que o 15 do democrata ia ganhar do nosso do sotelandia... vai se fuder rapa..,1,0.00904433
"@user jornalista investigativo 😂😂😂😂😂😂
sério que parece post se humor",2,0.009095654
@user eu to feliz d++++++++++,2,0.009111741
"eu bêbado tenho duas versões: a puta e a militante. que hoje eu seja a puta, amém!",1,0.009121526
"@user Feia, muito feia mesmo, é a sua FALTA DE INTELIGÊNCIA. Banalizar conhecimentos intelectuais pela relação com a beleza física é algo ASSUSTADOR.",1,0.009130876
"Sit on my face, M U A H, before i eat da pussy, i say my grace &#128591;\",1,0.009161507
