tweet,class2,rand
rt @user parece que vai acabar nunca https://t.co/bayv8nrtwa,2,0.001357518
I'm the crazy bitch that will call you 10 times in one hour\,1,0.001455285
eu sou mto ridicula,2,0.001472225
Cocoa puffs time bitch!!!!\,1,0.001507791
aquele cabelinho azul pqp odeio esse cara,1,0.001582918
"@ThatAngryNigga he probably took off a point because Gibbs isn't from the East Coast and says ""hoes.""\",1,0.00160052
não sei nem com quem parece de tão feio,1,0.001632446
"i dont shit talk, i chip talk, dese niggaz jus bitch talk, dese niggaz jus chik stalk, naw i aint got no chik... http://t.co/x6yLjemN\",1,0.001635753
j suis toujours demande pourquoi c est pas les renois qui se moquent de notre peau blanche??,1,0.001639997
drop it a day early fuck niggas need to hear it now &#8220;@YoungGizzle_: #ED1 was so hard &#128293;but that's trash compared to #ED2&#8221;\,1,0.001640461
"Casar so pra ficar perto da ex, sendo q a Paula ja havia dado a resposta dela, Gustavo é o tipico macho escroto q n aceita um não como resposta, Deus me Free um homem desse #AQueNãoPodiaAmar086 https://t.co/X3nFwdFkyN",2,0.001699357
@tiffantasticc your dad is genuine happy guy because his kids aren't niggers though &#128532; jimmy is my nigga 5eva\,1,0.001732676
Raised Round real niccas no decoy\,1,0.001741748
montar casa tem seus lados bons e ruim,2,0.001767295
@AudelDavid_24 RT @ElleSzczepanski: These hoes ain't loyal @Bjames055\,1,0.001827425
"estou querendo apagar tudo de mabella da minha galeria, mas pqp n茫o consigo https://t.co/thjian2dxg",2,0.001845581
Old lady went to pay and reached all the way over my plate. Hate eating on bar countertops. Stupid white bitch.\,1,0.001854676
@user pelo visto vc nao sabe contar ne seu filho da puta sem pai,1,0.001859192
"quem eu quero nao me quer
quem me quer não vou querer
ninguem vai sofrer sozinho
todo mundo vai sofrerrrr",2,0.001880715
"Sabe pq a classifica莽茫o do Flamengo t谩 sendo a mais falada? Em quanto muitos j谩 estavam dizendo que o Flamengo estava eliminado a torcida botou 67 mim no Maracan茫, cantou at茅 o 煤ltimo minuto e ganhamos. Jogamos juntos!",2,0.001910254
"RT @karlos_budah: Free the squaddd @1stBlocJeremiah, @RealNiggaSherm We in this bitch Solid FIRST BLOCK FREEE US\",1,0.001942126
cara vai se foder eu vou quebrar o meu telefone todinho na parede n quero q sobre um pedacinho p contar história 😡,1,0.001993262
kkkkkkkkkkkkkkkk sarneou,2,0.00199533
Im a ghetto ass nigga you suburban\,1,0.00208548
"vai tomar no cu esses videos me deixam irritada 

se vai trair nao namora filha da puta qual a dificuldade nisso",1,0.002115247
esses chupões não somem nem com 3 quilos de base tomar no cu,2,0.002129042
RT @ChiefCaitlin: I forgot ONE letter guys I promise I'm not an illiterate hillbilly &#128557;\,1,0.002137683
pau no cu nem pra se despedir,1,0.002151433
Rei do Baião e ídolo da música nordestina morreu de pneumonia aos 76 anos. Luiz Gonzaga foi o primeiro artista a fazer uma turnê pelo Brasil em cima de um caminhão. Relembre na #ColunaMemória: https://t.co/zbX6ravuVs #GloboNews #Edicao10,2,0.002185249
@_cblaze sorry i eat pussy\,1,0.002186622
@Paulyy2 nah some honkey lookin dude at chr\,2,0.002225116
TWITTER IS JUST LIKE REAL LIFE...filled with pussies.\,1,0.002245384
Only white trash watch football.\,1,0.002252105
@user copiei p/ fixar pq isso é me eu pqp,2,0.002282977
@user @user @user avez vous déjà été traité de bougnoule negro sale juif ? quelle serait votre réaction ?,2,0.002319427
"@user cara de pau, quem desrespeita a constituição federal, todos os dias?",1,0.002322387
All you see is straight pussy in my iPhone!\,1,0.002383421
rt @user maior pica sair de casa com essa chuva馃う馃徑鈥嶁檧锔�,2,0.002439572
@user amélia....,2,0.002441879
je crois qu'aurélien taché est en train de passer du statut de gauchiste à celui de vraie ordure. juste un mauvais… @url,1,0.002496124
"rt @user ⚪️estudar
⚪️sair de casa
⚪️ser útil 
🔘dormir",2,0.002503853
rt @user poxa porque você tem que ser tão babaca ?,1,0.002520023
"@user um hacker invadiu tem celular e postou isso, né?",2,0.002525702
bitches\,1,0.002552904
@Tyler_Gale12 @bellakoval @apmorales96 it's at your house bitch\,1,0.002560316
My cat is fighting the street cat carry through the glass in my room. What the hell. #stfu #pussies\,1,0.002611127
"@LokiHulibele @mediacrooks @AamAadmiParty They have mix, not all are retards. AAP is Maoists, terrorists,Congies and delusional Retards\",1,0.002628738
"Salles: um terço do desmatamento de junho ocorreu em anos anteriores
Ministro alega distorções e anuncia novo modelo de monitoramento https://t.co/JHBncY7gAH",2,0.002681811
bora porra vem tóquio,2,0.002693733
@user kkkkkkk eu lá concentrada a mina me puxando kkkkkk maluca porra,1,0.002714458
RT @ImNeverChillin: I don't have no girlfriend/side bitches/ main chick/ hoes. I just got a ex I want back .\,1,0.002737518
oh oui... n'oublie pas que cette population est surreprésentée dans les prisons le terrorisme les agressions… @url,2,0.002776923
RT @ATL_PRiNCeSS: A real bitch know she gotta pluck dat nipple hair\,1,0.002801181
rt @user a hayley williams é linda de qualquer jeito mas pra mim ela de cabelo azul e loiro é surreal pqp https://t.co/dta61phhde,1,0.00281381
Just trynna have a bad bitch come thru &#128564;\,1,0.002841534
RT @alexis_mahnal: &#128557;&#128557;@iDntWearCondoms: If I cum on your pussy don't be tryna rub it in like they do in the pornos cuz if u get pregnant tha&#8230;\,1,0.002854528
RT @RO4reals: &lt;--- trash at it's finest &#8220;@NichyTay: Ladies if you post a picture and don't get at least 15 niggas to favorite it then you t&#8230;\,1,0.002899057
What kind of sorcery is this.... RT @OfficiallyIce: Nope RT @2charmss: Eat this pussy while im on my cycle &amp; call it Cherry Pie\,1,0.002900901
porra lennon seu mongol,2,0.0029125
"rt @user pra vacilação nós não da corda, nós corta o mal pela raiz e não deixa a cobra se cria, vários emocionados nessa porra…",1,0.002952878
"Primeiro Pré-Joer do basquete feminino do major, e é uma honra ter chegado na semifinal, pq só nós que treinamos, sabemos as dificuldades de treino, a falta de material, a tabela quebrada...E conseguimos chegar até aqui com muita força e garra! https://t.co/jODK0KuAC0",2,0.00296646
"RT @KejonASavage: ""@_chocgirL: Rich homie and bird man gone be at mansion &#233;lan tonight &#128064;"" some niggas got fuckd up by the bouncers when i w&#8230;\",1,0.002984947
Bad bitches be all ova me .. Besides pussy what could you offer me?! &#128175;&#10006;&#65039;&#128175;\,1,0.002986369
@user kkkkkkkk ai caralho nunca ri tanto nessa vida,1,0.002987297
RT @YungRajee: Ladies listen NO nigga wants to settle down at a young age. All you bitches crying about being single now will be wifed in 1&#8230;\,1,0.002990124
attentat à ahvaz : l’iran accuse des séparatistes djihadistes « soutenus par des pays arabes »… @url,1,0.003007099
"@user pr谩 que???? querem criar um minotauro, aquaman, ariel?",2,0.003066665
tem umas au's stony que são tudo pra mim pqp que hinoo,2,0.003075508
@dina51814 @FlyoutChase bitch what? I don't give a fuck what you say but don't fuckin lie on me you hairy bitch\,1,0.003278796
"&#8220;@noLove_moreLOUD: Shorty name is "" Masika"" and y'all surprised she a hoe.&#8221;&#128514;\",1,0.003289792
Dj Khaled is retarded\,1,0.003292143
Is that a hawk? What the fuck kind of bird is that?\,1,0.003309478
"eu não sei lidar com a thayna, me mandou msg de madrugada rindo da colega dizendo “ cara, tá muito feia, acabada”",1,0.003317257
RT @caseykim12: Your sole purpose is to make money. Otherwise you'd suggest violence prevention policies that actually WORK. @piersmorgan\,2,0.003409006
Ç est ça l’accueil et l’intégration des migrants…,1,0.003411663
@user finalmente.,2,0.003412806
@user @user @user chorei puta merda😔,1,0.003413548
"rt @user quero s贸 o que 茅 meu , n茫o invejo nada de ningu茅m ......",2,0.003441598
My car so wet My bitch so wet when I drive i car pool\,1,0.003465149
I like to butt fuck fine ladies. Will I choke hold a bitch? Well maybe #55\,1,0.00346992
puta merda pq o povo acha que é legal falar no telefone?,1,0.003476492
faggot time HE CIRCLED THE BLOCK FOR 3 HOURS\,1,0.003493968
"Sempre achei importante cuidar de si e tudo mais, mas vejo que em certos casos, é preciso de um especialista na área para que possamos resolver certos problemas que não conseguimos sozinhos",2,0.003494081
"@user Enredo tosco! O juiz criminoso entra de férias, vai aos stadusunido, planeja ação coordenada com a líder plagiadora e outras peças do governo para dar respaldo à uma narrativa fraudulenta. Pior, usa a máquina do Estado (PF) pra isso. 
#vazamaisgreenwald agora com mais ""áudios"".",1,0.003536719
"o est煤dio ficou lindo, j谩 a logo..............
mas o est煤dio t谩 impec谩vel",2,0.00357349
RT @LouieVRee: Dyke bitches walk around proud with their pregnant girlfriend like they got her pregnant\,1,0.003597123
"' She love it when I talk to her crazy &#1041191;&#1041219; Suck a niggah dick , with a whole lotta spit &#1043291; let it drip &#1043292; Yea catch... http://t.co/i3WOHNQo7S\",1,0.003646724
RT @Chill__Nigga: I can't be in my twenties stressing over a bitch who playin games. I'm straight lol\,1,0.003740955
These bitches talking shit but they whisper it?\,1,0.00378453
&#8220;@BeautyOfASinner: So they really deleted flappy bird from the App Store cus someone killed themselves over it &#128514;&#8221; foreal foreal ?? &#128561;&#128557;\,2,0.003838424
@user isso é merda ein pqp,1,0.003864553
These hoes needa stop tryna split relationships and get they're own damn man\,1,0.003904416
When was a hoe ever supposed to be loyal. I mean it wouldnt make em a hoe they'd be another housewife\,1,0.003940588
mes ami(e)s rebeus arrêtez d’aller au cinéma en équipe pour voir des films d’horreurs svp. votre comédie que vous n… @url,1,0.003958449
"Having hoes not cool, That one will be better than all them thots\",1,0.003968707
"esses dias eu saí com uma amiga (juro que era SÓ uma amiga). por coincidência minha prima trabalha no lugar que a gente foi e ela mesma atendeu a nossa mesa, ate aí ok dps de anotar o pedido ela perguntou p menina ""vc vai beijar ela?""",2,0.003983502
@user lol vous êtes beaucoup trop susceptibles les renois de twitter c'est le colon qui choque le plus dans… @url,1,0.00398663
"@user pia, eu fico de cara como essa fita é tão curta, eu preciso ouvir pelo menos 2x seguidas pra aceitar que ela acabou",2,0.004090339
"Se engana quem diz que ativo não chupa! O @user Queria me dar mas fez cu doce e só me chupou e pediu pra tomar leite 💦👅

He wanted to be fucked, made me horny but only sucked!  He eat all my cum! 😏

Full on #onlyfans

https://t.co/SQ7SaL8eZz
https://t.co/8HIdO62XqE https://t.co/mAbOd6QpCr",1,0.004144614
RT @burnett_dainah: California Chrome bitches!!!!!!!!\,1,0.004150306
@user eu vou continuar usando essa porra ate acabar to nem ai,2,0.004193099
"&#8220;@BreadTruckkBri: These hoes gon come &amp;&amp; go, i feel it.&#8221;\",1,0.004254993
"te chamam de ladrão,bicha, maconheiro, transformam o país inteiro em um puteiro, pois assim se ganha mais dinheiro",2,0.00430076
le socio-financement découle d’un geste volontaire sans menace de violence le contraire de l’impôt.,1,0.004309502
"galera
alguém sabe onde vende ""réplicas ou 2° linha"" de tênis em nova odessa?
para bebê, adolescente e adulto.
grata",2,0.004331331
"#STFVergonha 

Nacional é a hashtag que lidera os trending topics de hoje nas redes sociais.

E de graça...

Corte dos urubus.... https://t.co/HNMvM0mj7c",1,0.004352234
#franceculture c'est un plouc votre réalisateur faucon. d'une platitude déconcertante son scénario gauchiste ringard déjà vu 1000 fois.,1,0.004361484
If a chick wants me to eat her pussy then leave I'll accept gladly. Lol\,1,0.004445392
"caralho mano esse velho passa pano p todo mundo, é um pior q o outro",1,0.004456839
"rt @user #áries eu choro quando estou com raiva, choro quando estou triste, choro quando estou feliz e choro até quando não sei o que…",2,0.004478263
&#128095;&#128095;&#128095;&#128095; got ur bitch tip toeing on my marble floors.......\,1,0.004503774
melhor amigo *****,2,0.004545208
Never seen yo bitch but I bet I could fuck her on the first day\,1,0.004597768
Smh ma niggah\,1,0.004599742
rt @user queria um final de semana assim com os amigos https://t.co/otvmcmoqll,2,0.004648905
"@user @user quem comanda a pf??? 

minist茅rio da justi莽a!!!

sem mais!!!",2,0.00473607
@politicsofamy puss or pussy?\,1,0.00474801
"sexo é íntimo e sagrado, seu corpo é um templo e vc não deve compartilha-lo com quem não se classificou pras quartas de final da Libertadores https://t.co/rL7oxpiEKc",2,0.004751519
"o cara manda 300 mensagens todo dia, aí manda a 301 achando q ainda vou responder puta que me pariu ein",1,0.004762276
"No officer I wasn't drunk driving, I was swerving on them hoes.\",1,0.004773433
"uma senhora com wpp mandando mensagem pra mim achando q sou Batista KKKKKKK como a pessoa erra o número e cai logo no meu 😂 ""desculpa minha filha eu anotei número errado tchau """,2,0.004786569
If i aint hit that bitch then i aint hit that bitch why lie about it thats petty bullshit\,1,0.004836185
mano vai se fuder  q coisa ridícula,1,0.00485717
Lol I love when ppl think ima fucking look away like a pussy when I catch them staring at me lmao LOOK AWAY HOE\,1,0.004875366
This bitch think she fancy with her old ass C-class get the fuck on\,1,0.004902915
expulser migrant,1,0.00490603
"@KingHov1313 boi stop! Aint no hoes in the 11th ward...never have been either, thats why nobody knew where our hood was..aint no hoes\",1,0.004910369
"My brother thincc im playing he keep putting the AC on 60, fuccing wit me I'll break it &amp; we will ALL be in this bitch burning UUUUP &#128293;&#128293;\",1,0.004912321
this guy @ToksVisions is in here singing negro spirituals n shit\,1,0.004929931
@user burro do caralho.,1,0.004975601
Dani Alves pulled off that hairstyle. Neymar just looks like a faggot\,1,0.004992023
@user @user @user depuis quand besoinde la tv pour etre informé ??? putain de mongol ca fait peur,1,0.004997352
"Eu tô decepcionado com esse festival. Minha nossa senhora! Só  vou se o resto das bandas forem absurdas! Matuê não dá velho, que música de retardado da porra. Só me vem o vídeo dos fãs dele ""é um rap elitizado""",1,0.004997666
sla se a mina acha bonito o problema é dela tlgd. não gostou simples -&gt; não olha,1,0.005019371
"RT @iadorewomen_: A couple &#128107; is ""A couple"" &#128076; Not ""A couple &amp; one"" &#128107;&#128694; Not ""A couple &amp; some"" &#128107;&#128582;&#128581;&#128129; Not ""A couple &amp; plenty"" &#128107; &#128131;&#128131;&#128131;&#128131;&#128131; No hoes No &#8230;\",1,0.005020691
RT @DumbTo: Polly want a cracker? #DumbTo http://t.co/zC8MlwnEUc\,2,0.005044645
@mynamesahmed @tonyr0ckyhorror I rather go choke on your moms bomb pussy\,1,0.005075662
"Cmg a mesma coisa gata,quer falar de mim mais não poe meu nome,tão achando que tão passando batido até pq indireta só vai ser pra mim se tiver meu nome fora isso da em nada rs https://t.co/zFdpNYdCGv",2,0.005146648
@user oui et ne veut pas non plus des migrants islamo-africains !,1,0.005158546
Said you a mean bitch\,1,0.005184938
@ten_ah_kei superman dat hoe no watch me uuuuuuuuuu&#128514;\,1,0.00520303
RT @HYPEBEASTAUSTIN: &#8220;@ViriDoesItt: Last night was cool until niggas was more worried bout us than bitches..&#8221;it's like that all the time.\,1,0.005230323
@user sua filha da puta onde que eu engordo??????????????????????????????????????????,1,0.005236467
mano não é possível esses adultos (meus pais) que parecem crianças ou até pior vai se foder meu irmão,1,0.005266483
insupportables les rebeus pr ca @url,2,0.005267795
RT @_BeautifulKeezy: &#8220;@100046729: &#8220;@_BeautifulKeezy: @100046729 bitch&#128514;&#128514;&#128514;&#128128;&#8221;man that's so cute to me &#128514;&#128514;&#128514;&#128128;&#8221;find a date\,1,0.005280355
Lil Kim really made herself trash smh &#128148;\,2,0.005298668
RT @JeremyPlatt: Yah she was a hoe...\,1,0.005309229
@user oi pérola,2,0.005317989
Happy Bday ya bitch you!! @Maffue\,1,0.005319303
If I had a dollar for every time someone called me Maggie I'd make it rain on all these hoes\,1,0.005329953
RT @L1LDebbie: Amber rose is everything at the vmas. Killen every bitch.\,1,0.005336734
"Uniter Follow trick
 
↬favorite para ganhar seguidores Uniters
 ↬retweet para que mais Uniters participe 
#MPN #NowUnited #Uniters
 https://t.co/4KMYH3C4Vl",2,0.005362633
Finna get 86'd cause bitches in coming at me wrong\,1,0.005406569
@WhoDey8182 Sum bitch that looks good! Where does a man such as myself pick up one of those?\,1,0.00542513
I meant bitch niggas\,1,0.005439715
RT @Mr_JSmart24: Man I would be happy as a fat bitch in Chipotle if Atlanta get Clowney&#8230;but its gone cost to go get him and I'll be happy w&#8230;\,1,0.005533139
"RT @Daily_Dip: ""And I ain't trippin' on nothin', I'm dippin' on somethin', and my homeboy say he got a bad bitch for me tonight"" #LilWay ...\",1,0.005542349
islam gauchiste,1,0.005577787
rt @user fica puto nn urubuzinho os alemão também gosta de ouvir mc poze.. https://t.co/iwvjehl6dj,1,0.005586184
"Saw brownies on the kitchen counter, bit into one and immediately a surge of pain and spice hit my tongue. Chili flakes. Eff you, Brian.\",2,0.005603347
@MergardOlivia &#128539;&#128539;&#128539; yaaaas bitch\,1,0.005666193
"RT @OverlyManlyMann: Every zoo is a petting zoo, if you're not a pussy.\",1,0.005671263
rt @user cara esse homem é lindo demais pqp https://t.co/bcoozlu0yy,2,0.005673597
Ross a bitch for not responding\,1,0.005699612
Who tf make an account of another bitch... Like you wanna be anotha bitch dat bad.. Lmfaooo fat ass hoes\,1,0.005743184
"I'm crazy poke out your eyes, slit yo clit, you give a shit cuz I'm the shit\",1,0.005757537
@JaiBrooks1 ugly goldigging cunt u probably have an uncircumcised penis faggot\,1,0.00575828
@user @user teu cu,2,0.005765984
"RT @HugMakeEm: I love a bad bitch with a attitude, idk why but a cutie that's a savage is sexy as fuck\",1,0.005778319
@tupacselenas bitch smd\,1,0.005898009
looking like a hillbilly and not matching is what I do best goodnight losers http://t.co/caGHBLKAXQ\,1,0.005909772
I swear ion see how broke niccas still out here gettin pussy smh\,1,0.005910951
"RT @OGSITTI: side hoe: hey, this is my boyfriend\
\
me: http://t.co/On9Hex5L4t\",1,0.005922787
"Posted a new song: """"guala"""" http://t.co/jq3RB6gyQh #music\",2,0.005934021
RT @sTyLeZkEy354: How u talkin to hoes bout bronem?............why u talkin to hoes bout bronem?\,1,0.005992453
"RT @tmoney_presa: *when bae sings ""it ain't nun to cut that bitch off"" with too much enthusiasm* http://t.co/CN0Vtrk8DA\",1,0.006003676
minha mãe n pode me ver postando foto com boy e já pensa q é meu namorado  minha filha eu só tenho amiga viado por favor né,1,0.006064521
RT @SmiIe: These hoes ain't loyal http://t.co/fGTzQwnSxk\,1,0.00611107
RT @dexfrost23: Lexi swear she a bad bitch\,1,0.006205136
"""@SportsCenter: USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team. &#187; http://t.co/JOOsdSubIR"" he's a bitch\",2,0.006222894
favoriting a bitch pic is flirting nowadays\,1,0.0062242
os caras não brincam na missão de construir o governo mais doentio possível pqp,1,0.006252665
ganhamo caralho vem toquio,1,0.006282952
"Aguenta firme
Não desiste
O teu futuro vai brilhar
Aguenta firme 
que esse filme
No final 
Vai compensar
A vida é mesmo assim
Mas po-de con-fiar em miimmmm
Você vai adorar se conhecer

Aguenta firmeeee",2,0.006325992
"""I'm sorry I fucked yo bitch... But she really dig a nigga"" @KingL\",1,0.006341755
I live in the fast lane bitch\,1,0.006352406
@user @user ah arrive le gauchiste ne supportant pas qu'on ne puisse avoir un avis different. bon blocage faites vous plaisir,2,0.006354659
"I mean if she a cunt, then she a cunt. It happens.\",1,0.006414917
RT @TerryisBetter: if I fav your pic that means Dm me hoe\,1,0.006456577
#IDontHaveTimeFor Ratchet hoes.\,1,0.006583636
@user non t’es vraiment attardé il gagné 2 titres flingué mdr il niqué la philosophie du réal à jou… @url,1,0.006587494
"@user lend谩rias, maior grupo dessa gera莽茫o!",2,0.006591138
@user @user @user ferme ta bouche le petit bourgeois gauchiste n'a pas besoin de ta propagande.,1,0.006634608
FF has been consistently one of Marvel's worst properties. Ultimate FF was good; but the entire Ultimate universe is now in the trash.\,2,0.006638934
kkkkkkk pqp,2,0.006674399
RT @the_ironsheik: Alex Rodriguez you lucky only the Ryan Dempster hit you. I going to get my camel to break your neck you son of a bitch\,1,0.00668053
puts essa já não dá mais,1,0.006776566
@user porquê é muito bom!!!!!!! guardian é tudo para mim puta merdaaaa,1,0.006851834
@user a entao pode se,2,0.006904245
RT @DJZeeti: This nigga tried to hate on me to a bitch and she told this cornball im that nigga http://t.co/CJfz9DaUYL\,1,0.006905092
rt @user mana rivalidade por causa de homem é tão feio cancela 😘,2,0.006928693
rt @user @user é kkkkkkkkkkkkk fdp desgraçada,2,0.006998282
"i got, 300 bitches like I'm Sosa hoe.. my jewelery shinin like some mop and glo\",1,0.007028662
@user @user bl谩 bl谩 bl谩.. a terra 茅 quadrada...,2,0.007032737
Let me text my hoes gm or sumpin\,1,0.007047626
"""@Girllssues: I wanna have sex with my mom fuck her right in that pussy where I came from"" damn you got hacked like fuck\",1,0.00709578
Gang gang bitch&#128165;&#128299;\,1,0.007110451
"""Dumb bitches do dumb things""\",1,0.007145638
"Falei com JP que ele não pode fé apaixonar por mim e nem eu por ele porque não moramos no mesmo estado. Ele disse "" a gente pode namorar a distancia, mas só até eu conseguir te ver"" 

Ai Deus Kkk e eu fazendo de tudo pra não me iludir kkkk",2,0.007146426
"puta que pariu, que clube maravilhoso.",1,0.00716195
"Que esse exemplo seja seguida pelas demais nações no mundo. 
Na verdade o Comunismo foi bem pior umas 20 vezes.

#STFVergonhaNacional 
#BolsonaroPresidenteAte2026 https://t.co/Um8pIybkQk",2,0.007168184
@Chokmah_Makob ok! you billy goat hair hillbilly\,1,0.007202434
@user @user kkkkkkkkkkkkkkk caralho,1,0.007225778
mon objectif c de mettre les rebeus à la mode au japon. et je réussi plutôt bien lol,2,0.007265989
RT @DBlockDeuce_215: It's about that time of the year when all the Lightskin hoes who swore they was brown cuz of they summer tan come back&#8230;\,1,0.007267709
assistindo pica pau na casa da minha best friend natali,2,0.007285
&#8220;@_chanaee_: Lol someone told me I had hoes so I sent them this&#128514;&#128514;&#128514; http://t.co/B5xBkamv4X&#8221;\,1,0.007313275
RT @Smith_Wessern: Some hoes live jus to hit the clubs every weekend .. &#128564;&#128080;\,1,0.00733286
"Och hoe wonderbaarlijk dat Jan het alweer met n Marokkaanse BNer aan de stok heeft. Na Fatima, Lamyea, Tofik, nu ook Abdelka te min gevonden\",2,0.007337886
@user comadre aqui rola a todo momento kk,2,0.007419455
RT @tbhjuststop: my score on flappy bird is higher than the broncos score right now\,2,0.007434025
"deus guia, porra..",2,0.007437844
"@user @user queria ter a auto estima de macho hétero que acham que o pau deles são a coisa mais maravilhosa do planeta, e não sabem nem onde fica o clitóris KKKKKKKKKKK",1,0.007502601
@user @user mds tu é mongol,1,0.007565296
RT @lordflaconegro: Ion even ask lightskin bitches for nudes nomo fuck y'all &#128529;\,1,0.007573288
I have a bitch face and a bitch voice to match it so its kinda hard making friends.\,1,0.007584697
As garotas aqui do escritório viram aquele tt do bolo de morango e decidiram comprar um parecido hj kkkk eu tenho o melhor trabalho do mundo! Obrigado Deus https://t.co/qYlMZwevCu,2,0.007640744
Truth is @MaxOn_MaxOff5 ate yellow snow as a child..\,1,0.007671777
"(+)tá incrível, porque antes ficava num espaço pequeno e agora tá num lugar maior, cheio de coisa interativa e com um acesso muito mais fácil, já que tá na Av. Paulista e perto do metrô Brigadeiro. Então, vale a pena conhecer e usufruir do espaço que é para todos nós!",2,0.007697335
RT @O3_Millz: Yeah he a bitch &#128175;&#128175;&#128175;&#128548;&#128548;\,1,0.007717182
RT @DiandraSaysSo: &#8220;@itzbreak: like you have to be borderline retarded not to see andre 3000's elite skill level for example.&#8221; Yep! This go&#8230;\,1,0.00773257
So if a girl gets drunk and does some hoe shit...it's rape now???\,1,0.007788549
